;cdx_url
0;https://web.archive.org/web/20220101000713/http://news.sky.com/
1;https://web.archive.org/web/20220101010746/http://news.sky.com/
2;https://web.archive.org/web/20220101020813/http://news.sky.com/
3;https://web.archive.org/web/20220101023424/http://news.sky.com/
4;https://web.archive.org/web/20220101023425/https://news.sky.com/
5;https://web.archive.org/web/20220101024719/https://news.sky.com/
6;https://web.archive.org/web/20220101024745/http://news.sky.com/
7;https://web.archive.org/web/20220101030727/http://news.sky.com/
8;https://web.archive.org/web/20220101040743/http://news.sky.com/
9;https://web.archive.org/web/20220101045437/https://news.sky.com/
10;https://web.archive.org/web/20220101060719/http://news.sky.com/
11;https://web.archive.org/web/20220101070714/http://news.sky.com/
12;https://web.archive.org/web/20220101080759/http://news.sky.com/
13;https://web.archive.org/web/20220101092358/http://news.sky.com/
14;https://web.archive.org/web/20220101100731/http://news.sky.com/
15;https://web.archive.org/web/20220101110735/http://news.sky.com/
16;https://web.archive.org/web/20220101120740/http://news.sky.com/
17;https://web.archive.org/web/20220101130711/http://news.sky.com/
18;https://web.archive.org/web/20220101140723/http://news.sky.com/
19;https://web.archive.org/web/20220101142228/https://news.sky.com/
20;https://web.archive.org/web/20220101150719/http://news.sky.com/
21;https://web.archive.org/web/20220101153846/https://news.sky.com/
22;https://web.archive.org/web/20220101160803/http://news.sky.com/
23;https://web.archive.org/web/20220101170737/http://news.sky.com/
24;https://web.archive.org/web/20220101172413/https://news.sky.com/
25;https://web.archive.org/web/20220101180725/http://news.sky.com/
26;https://web.archive.org/web/20220101183653/https://news.sky.com/
27;https://web.archive.org/web/20220101190724/http://news.sky.com/
28;https://web.archive.org/web/20220101200726/http://news.sky.com/
29;https://web.archive.org/web/20220101210320/https://news.sky.com/
30;https://web.archive.org/web/20220101210729/http://news.sky.com/
31;https://web.archive.org/web/20220101210729/https://news.sky.com/
32;https://web.archive.org/web/20220101220703/http://news.sky.com/
33;https://web.archive.org/web/20220101230822/http://news.sky.com/
34;https://web.archive.org/web/20220102000755/http://news.sky.com/
35;https://web.archive.org/web/20220102010810/http://news.sky.com/
36;https://web.archive.org/web/20220102020713/http://news.sky.com/
37;https://web.archive.org/web/20220102030818/http://news.sky.com/
38;https://web.archive.org/web/20220102030818/https://news.sky.com/
39;https://web.archive.org/web/20220102040738/http://news.sky.com/
40;https://web.archive.org/web/20220102050337/https://news.sky.com/
41;https://web.archive.org/web/20220102060732/http://news.sky.com/
42;https://web.archive.org/web/20220102070750/http://news.sky.com/
43;https://web.archive.org/web/20220102080134/https://news.sky.com/
44;https://web.archive.org/web/20220102080759/http://news.sky.com/
45;https://web.archive.org/web/20220102090723/http://news.sky.com/
46;https://web.archive.org/web/20220102100737/http://news.sky.com/
47;https://web.archive.org/web/20220102110753/http://news.sky.com/
48;https://web.archive.org/web/20220102113534/https://news.sky.com/
49;https://web.archive.org/web/20220102115234/https://news.sky.com/
50;https://web.archive.org/web/20220102115358/https://news.sky.com/
51;https://web.archive.org/web/20220102120734/http://news.sky.com/
52;https://web.archive.org/web/20220102130734/http://news.sky.com/
53;https://web.archive.org/web/20220102140713/http://news.sky.com/
54;https://web.archive.org/web/20220102150716/http://news.sky.com/
55;https://web.archive.org/web/20220102161337/http://news.sky.com/
56;https://web.archive.org/web/20220102170449/https://news.sky.com/
57;https://web.archive.org/web/20220102170823/http://news.sky.com/
58;https://web.archive.org/web/20220102170823/https://news.sky.com/
59;https://web.archive.org/web/20220102180708/http://news.sky.com/
60;https://web.archive.org/web/20220102190717/http://news.sky.com/
61;https://web.archive.org/web/20220102190717/https://news.sky.com/
