;cdx_url
0;https://web.archive.org/web/20230101000651/http://news.sky.com/
1;https://web.archive.org/web/20230101004206/http://news.sky.com/
2;https://web.archive.org/web/20230101004206/https://news.sky.com/
3;https://web.archive.org/web/20230101004250/http://news.sky.com/
4;https://web.archive.org/web/20230101005706/http://news.sky.com/
5;https://web.archive.org/web/20230101010029/http://news.sky.com/
6;https://web.archive.org/web/20230101010305/http://news.sky.com/
7;https://web.archive.org/web/20230101013054/http://news.sky.com/
8;https://web.archive.org/web/20230101014012/http://news.sky.com/
9;https://web.archive.org/web/20230101015113/http://news.sky.com/
10;https://web.archive.org/web/20230101015203/http://news.sky.com/
11;https://web.archive.org/web/20230101023549/https://news.sky.com/
12;https://web.archive.org/web/20230101024932/http://news.sky.com/
13;https://web.archive.org/web/20230101034922/http://news.sky.com/
14;https://web.archive.org/web/20230101040205/http://news.sky.com/
15;https://web.archive.org/web/20230101041340/https://news.sky.com/
16;https://web.archive.org/web/20230101041751/http://news.sky.com/
17;https://web.archive.org/web/20230101043241/http://news.sky.com/
18;https://web.archive.org/web/20230101051734/http://news.sky.com/
19;https://web.archive.org/web/20230101053406/http://news.sky.com/
20;https://web.archive.org/web/20230101054718/http://news.sky.com/
21;https://web.archive.org/web/20230101060337/http://news.sky.com/
22;https://web.archive.org/web/20230101061736/http://news.sky.com/
23;https://web.archive.org/web/20230101063218/http://news.sky.com/
24;https://web.archive.org/web/20230101064719/http://news.sky.com/
25;https://web.archive.org/web/20230101070251/http://news.sky.com/
26;https://web.archive.org/web/20230101071913/http://news.sky.com/
27;https://web.archive.org/web/20230101073246/http://news.sky.com/
28;https://web.archive.org/web/20230101074743/http://news.sky.com/
29;https://web.archive.org/web/20230101075431/https://news.sky.com/
30;https://web.archive.org/web/20230101080254/http://news.sky.com/
31;https://web.archive.org/web/20230101081741/http://news.sky.com/
32;https://web.archive.org/web/20230101083235/http://news.sky.com/
33;https://web.archive.org/web/20230101084743/http://news.sky.com/
34;https://web.archive.org/web/20230101090226/http://news.sky.com/
35;https://web.archive.org/web/20230101092123/http://news.sky.com/
36;https://web.archive.org/web/20230101094803/http://news.sky.com/
37;https://web.archive.org/web/20230101100216/http://news.sky.com/
38;https://web.archive.org/web/20230101101740/http://news.sky.com/
39;https://web.archive.org/web/20230101104846/http://news.sky.com/
40;https://web.archive.org/web/20230101110234/http://news.sky.com/
41;https://web.archive.org/web/20230101111709/http://news.sky.com/
42;https://web.archive.org/web/20230101112709/http://news.sky.com/
43;https://web.archive.org/web/20230101112712/https://news.sky.com/
44;https://web.archive.org/web/20230101113209/http://news.sky.com/
45;https://web.archive.org/web/20230101115431/http://news.sky.com/
46;https://web.archive.org/web/20230101120212/http://news.sky.com/
47;https://web.archive.org/web/20230101123231/http://news.sky.com/
48;https://web.archive.org/web/20230101124709/http://news.sky.com/
49;https://web.archive.org/web/20230101130230/http://news.sky.com/
50;https://web.archive.org/web/20230101130814/http://news.sky.com/
51;https://web.archive.org/web/20230101131724/http://news.sky.com/
52;https://web.archive.org/web/20230101140241/http://news.sky.com/
53;https://web.archive.org/web/20230101141802/http://news.sky.com/
54;https://web.archive.org/web/20230101143222/http://news.sky.com/
55;https://web.archive.org/web/20230101143820/https://news.sky.com/
56;https://web.archive.org/web/20230101144752/http://news.sky.com/
57;https://web.archive.org/web/20230101151718/http://news.sky.com/
58;https://web.archive.org/web/20230101153314/http://news.sky.com/
59;https://web.archive.org/web/20230101154222/http://news.sky.com/
60;https://web.archive.org/web/20230101154748/http://news.sky.com/
61;https://web.archive.org/web/20230101161731/http://news.sky.com/
62;https://web.archive.org/web/20230101163228/http://news.sky.com/
63;https://web.archive.org/web/20230101164303/http://news.sky.com/
64;https://web.archive.org/web/20230101164825/http://news.sky.com/
65;https://web.archive.org/web/20230101170317/http://news.sky.com/
66;https://web.archive.org/web/20230101171752/http://news.sky.com/
67;https://web.archive.org/web/20230101173208/http://news.sky.com/
68;https://web.archive.org/web/20230101174732/http://news.sky.com/
69;https://web.archive.org/web/20230101180310/http://news.sky.com/
70;https://web.archive.org/web/20230101180826/http://news.sky.com/
71;https://web.archive.org/web/20230101181733/http://news.sky.com/
72;https://web.archive.org/web/20230101183228/http://news.sky.com/
73;https://web.archive.org/web/20230101184726/http://news.sky.com/
74;https://web.archive.org/web/20230101190207/http://news.sky.com/
75;https://web.archive.org/web/20230101191712/http://news.sky.com/
76;https://web.archive.org/web/20230101193203/http://news.sky.com/
77;https://web.archive.org/web/20230101194743/http://news.sky.com/
78;https://web.archive.org/web/20230101200225/http://news.sky.com/
79;https://web.archive.org/web/20230101201825/http://news.sky.com/
80;https://web.archive.org/web/20230101203220/http://news.sky.com/
81;https://web.archive.org/web/20230101204712/http://news.sky.com/
82;https://web.archive.org/web/20230101210202/http://news.sky.com/
83;https://web.archive.org/web/20230101211742/http://news.sky.com/
84;https://web.archive.org/web/20230101213239/http://news.sky.com/
85;https://web.archive.org/web/20230101214748/http://news.sky.com/
86;https://web.archive.org/web/20230101220207/http://news.sky.com/
87;https://web.archive.org/web/20230101221820/http://news.sky.com/
88;https://web.archive.org/web/20230101223214/http://news.sky.com/
89;https://web.archive.org/web/20230101224813/http://news.sky.com/
90;https://web.archive.org/web/20230101231708/http://news.sky.com/
91;https://web.archive.org/web/20230101233212/http://news.sky.com/
92;https://web.archive.org/web/20230101234735/http://news.sky.com/
93;https://web.archive.org/web/20230102000217/http://news.sky.com/
94;https://web.archive.org/web/20230102003207/http://news.sky.com/
95;https://web.archive.org/web/20230102010412/http://news.sky.com/
96;https://web.archive.org/web/20230102014700/http://news.sky.com/
97;https://web.archive.org/web/20230102020223/http://news.sky.com/
98;https://web.archive.org/web/20230102021710/http://news.sky.com/
99;https://web.archive.org/web/20230102023235/http://news.sky.com/
100;https://web.archive.org/web/20230102024805/http://news.sky.com/
101;https://web.archive.org/web/20230102030208/http://news.sky.com/
102;https://web.archive.org/web/20230102031721/http://news.sky.com/
103;https://web.archive.org/web/20230102032246/https://news.sky.com/
104;https://web.archive.org/web/20230102033218/http://news.sky.com/
105;https://web.archive.org/web/20230102034707/http://news.sky.com/
106;https://web.archive.org/web/20230102040206/http://news.sky.com/
107;https://web.archive.org/web/20230102041713/http://news.sky.com/
108;https://web.archive.org/web/20230102043217/http://news.sky.com/
109;https://web.archive.org/web/20230102043909/https://news.sky.com/
110;https://web.archive.org/web/20230102044719/http://news.sky.com/
111;https://web.archive.org/web/20230102050206/http://news.sky.com/
112;https://web.archive.org/web/20230102051724/http://news.sky.com/
113;https://web.archive.org/web/20230102053205/http://news.sky.com/
114;https://web.archive.org/web/20230102054731/http://news.sky.com/
115;https://web.archive.org/web/20230102060257/http://news.sky.com/
116;https://web.archive.org/web/20230102061719/http://news.sky.com/
117;https://web.archive.org/web/20230102063203/http://news.sky.com/
118;https://web.archive.org/web/20230102064711/http://news.sky.com/
119;https://web.archive.org/web/20230102070259/http://news.sky.com/
120;https://web.archive.org/web/20230102071710/http://news.sky.com/
121;https://web.archive.org/web/20230102073213/http://news.sky.com/
122;https://web.archive.org/web/20230102074717/http://news.sky.com/
123;https://web.archive.org/web/20230102080243/http://news.sky.com/
124;https://web.archive.org/web/20230102081726/http://news.sky.com/
125;https://web.archive.org/web/20230102083411/http://news.sky.com/
126;https://web.archive.org/web/20230102084659/http://news.sky.com/
127;https://web.archive.org/web/20230102090217/http://news.sky.com/
128;https://web.archive.org/web/20230102091915/http://news.sky.com/
129;https://web.archive.org/web/20230102093233/http://news.sky.com/
130;https://web.archive.org/web/20230102094730/http://news.sky.com/
131;https://web.archive.org/web/20230102100449/http://news.sky.com/
132;https://web.archive.org/web/20230102101730/http://news.sky.com/
133;https://web.archive.org/web/20230102103158/http://news.sky.com/
134;https://web.archive.org/web/20230102104716/http://news.sky.com/
135;https://web.archive.org/web/20230102105110/https://news.sky.com/
136;https://web.archive.org/web/20230102110211/http://news.sky.com/
137;https://web.archive.org/web/20230102111718/http://news.sky.com/
138;https://web.archive.org/web/20230102113207/http://news.sky.com/
139;https://web.archive.org/web/20230102114753/http://news.sky.com/
140;https://web.archive.org/web/20230102120337/http://news.sky.com/
141;https://web.archive.org/web/20230102123301/http://news.sky.com/
142;https://web.archive.org/web/20230102124754/http://news.sky.com/
143;https://web.archive.org/web/20230102130240/http://news.sky.com/
144;https://web.archive.org/web/20230102131733/http://news.sky.com/
145;https://web.archive.org/web/20230102133235/http://news.sky.com/
146;https://web.archive.org/web/20230102134800/http://news.sky.com/
147;https://web.archive.org/web/20230102140255/http://news.sky.com/
148;https://web.archive.org/web/20230102141736/http://news.sky.com/
149;https://web.archive.org/web/20230102142208/http://news.sky.com/
150;https://web.archive.org/web/20230102142353/https://news.sky.com/
151;https://web.archive.org/web/20230102143217/http://news.sky.com/
152;https://web.archive.org/web/20230102144903/http://news.sky.com/
153;https://web.archive.org/web/20230102150221/http://news.sky.com/
154;https://web.archive.org/web/20230102151723/http://news.sky.com/
155;https://web.archive.org/web/20230102153232/http://news.sky.com/
156;https://web.archive.org/web/20230102154703/http://news.sky.com/
157;https://web.archive.org/web/20230102160215/http://news.sky.com/
158;https://web.archive.org/web/20230102161735/http://news.sky.com/
159;https://web.archive.org/web/20230102163217/http://news.sky.com/
160;https://web.archive.org/web/20230102164710/http://news.sky.com/
161;https://web.archive.org/web/20230102170218/http://news.sky.com/
162;https://web.archive.org/web/20230102171704/http://news.sky.com/
163;https://web.archive.org/web/20230102173426/http://news.sky.com/
164;https://web.archive.org/web/20230102174720/http://news.sky.com/
165;https://web.archive.org/web/20230102180244/http://news.sky.com/
166;https://web.archive.org/web/20230102181705/http://news.sky.com/
167;https://web.archive.org/web/20230102183227/http://news.sky.com/
168;https://web.archive.org/web/20230102184731/http://news.sky.com/
169;https://web.archive.org/web/20230102190222/http://news.sky.com/
170;https://web.archive.org/web/20230102191719/http://news.sky.com/
171;https://web.archive.org/web/20230102193358/http://news.sky.com/
172;https://web.archive.org/web/20230102194709/http://news.sky.com/
173;https://web.archive.org/web/20230102200232/http://news.sky.com/
174;https://web.archive.org/web/20230102201704/http://news.sky.com/
175;https://web.archive.org/web/20230102203207/http://news.sky.com/
176;https://web.archive.org/web/20230102204732/http://news.sky.com/
177;https://web.archive.org/web/20230102210239/http://news.sky.com/
178;https://web.archive.org/web/20230102210436/https://news.sky.com/
179;https://web.archive.org/web/20230102211707/http://news.sky.com/
180;https://web.archive.org/web/20230102213356/http://news.sky.com/
181;https://web.archive.org/web/20230102214701/http://news.sky.com/
182;https://web.archive.org/web/20230102220250/http://news.sky.com/
183;https://web.archive.org/web/20230102221739/http://news.sky.com/
184;https://web.archive.org/web/20230102223231/http://news.sky.com/
185;https://web.archive.org/web/20230102224706/http://news.sky.com/
186;https://web.archive.org/web/20230102230203/http://news.sky.com/
187;https://web.archive.org/web/20230102231716/http://news.sky.com/
188;https://web.archive.org/web/20230102233204/http://news.sky.com/
189;https://web.archive.org/web/20230102234721/http://news.sky.com/
190;https://web.archive.org/web/20230103000213/http://news.sky.com/
191;https://web.archive.org/web/20230103001827/http://news.sky.com/
192;https://web.archive.org/web/20230103004811/http://news.sky.com/
193;https://web.archive.org/web/20230103010244/http://news.sky.com/
194;https://web.archive.org/web/20230103011707/http://news.sky.com/
195;https://web.archive.org/web/20230103013217/http://news.sky.com/
196;https://web.archive.org/web/20230103014714/http://news.sky.com/
197;https://web.archive.org/web/20230103020213/http://news.sky.com/
198;https://web.archive.org/web/20230103021810/http://news.sky.com/
199;https://web.archive.org/web/20230103023217/http://news.sky.com/
200;https://web.archive.org/web/20230103024712/http://news.sky.com/
201;https://web.archive.org/web/20230103030235/http://news.sky.com/
202;https://web.archive.org/web/20230103031846/http://news.sky.com/
203;https://web.archive.org/web/20230103033258/http://news.sky.com/
204;https://web.archive.org/web/20230103034703/http://news.sky.com/
205;https://web.archive.org/web/20230103040202/http://news.sky.com/
206;https://web.archive.org/web/20230103041813/http://news.sky.com/
207;https://web.archive.org/web/20230103043205/http://news.sky.com/
208;https://web.archive.org/web/20230103044828/http://news.sky.com/
209;https://web.archive.org/web/20230103050205/http://news.sky.com/
210;https://web.archive.org/web/20230103051659/http://news.sky.com/
211;https://web.archive.org/web/20230103053204/http://news.sky.com/
212;https://web.archive.org/web/20230103054747/http://news.sky.com/
213;https://web.archive.org/web/20230103060231/http://news.sky.com/
214;https://web.archive.org/web/20230103061703/http://news.sky.com/
215;https://web.archive.org/web/20230103063223/http://news.sky.com/
216;https://web.archive.org/web/20230103070238/http://news.sky.com/
217;https://web.archive.org/web/20230103071913/http://news.sky.com/
218;https://web.archive.org/web/20230103072151/http://news.sky.com/
219;https://web.archive.org/web/20230103073218/http://news.sky.com/
220;https://web.archive.org/web/20230103074733/http://news.sky.com/
221;https://web.archive.org/web/20230103080238/http://news.sky.com/
222;https://web.archive.org/web/20230103083226/http://news.sky.com/
223;https://web.archive.org/web/20230103084715/http://news.sky.com/
224;https://web.archive.org/web/20230103090237/http://news.sky.com/
225;https://web.archive.org/web/20230103090910/http://news.sky.com/
226;https://web.archive.org/web/20230103091710/http://news.sky.com/
227;https://web.archive.org/web/20230103093330/http://news.sky.com/
228;https://web.archive.org/web/20230103094723/http://news.sky.com/
229;https://web.archive.org/web/20230103100412/http://news.sky.com/
230;https://web.archive.org/web/20230103100924/https://news.sky.com/
231;https://web.archive.org/web/20230103101738/http://news.sky.com/
232;https://web.archive.org/web/20230103103253/http://news.sky.com/
233;https://web.archive.org/web/20230103104847/http://news.sky.com/
234;https://web.archive.org/web/20230103111104/http://news.sky.com/
235;https://web.archive.org/web/20230103112125/http://news.sky.com/
236;https://web.archive.org/web/20230103112127/https://news.sky.com/
237;https://web.archive.org/web/20230103113211/http://news.sky.com/
238;https://web.archive.org/web/20230103114635/http://news.sky.com/
239;https://web.archive.org/web/20230103115351/http://news.sky.com/
240;https://web.archive.org/web/20230103120845/http://news.sky.com/
241;https://web.archive.org/web/20230103121706/http://news.sky.com/
242;https://web.archive.org/web/20230103123202/http://news.sky.com/
243;https://web.archive.org/web/20230103124716/http://news.sky.com/
244;https://web.archive.org/web/20230103130228/http://news.sky.com/
245;https://web.archive.org/web/20230103131920/http://news.sky.com/
246;https://web.archive.org/web/20230103133226/http://news.sky.com/
247;https://web.archive.org/web/20230103134718/http://news.sky.com/
248;https://web.archive.org/web/20230103140208/http://news.sky.com/
249;https://web.archive.org/web/20230103141714/http://news.sky.com/
250;https://web.archive.org/web/20230103143217/http://news.sky.com/
251;https://web.archive.org/web/20230103144115/https://news.sky.com/
252;https://web.archive.org/web/20230103144714/http://news.sky.com/
253;https://web.archive.org/web/20230103150209/http://news.sky.com/
254;https://web.archive.org/web/20230103151709/http://news.sky.com/
255;https://web.archive.org/web/20230103153218/http://news.sky.com/
256;https://web.archive.org/web/20230103154712/http://news.sky.com/
257;https://web.archive.org/web/20230103160204/http://news.sky.com/
258;https://web.archive.org/web/20230103161134/https://news.sky.com/
259;https://web.archive.org/web/20230103161721/http://news.sky.com/
260;https://web.archive.org/web/20230103163214/http://news.sky.com/
261;https://web.archive.org/web/20230103164759/http://news.sky.com/
262;https://web.archive.org/web/20230103170213/http://news.sky.com/
263;https://web.archive.org/web/20230103171859/http://news.sky.com/
264;https://web.archive.org/web/20230103173211/http://news.sky.com/
265;https://web.archive.org/web/20230103173853/http://news.sky.com/
266;https://web.archive.org/web/20230103174735/http://news.sky.com/
267;https://web.archive.org/web/20230103180246/http://news.sky.com/
268;https://web.archive.org/web/20230103181732/http://news.sky.com/
269;https://web.archive.org/web/20230103183307/http://news.sky.com/
270;https://web.archive.org/web/20230103184728/http://news.sky.com/
271;https://web.archive.org/web/20230103190232/http://news.sky.com/
272;https://web.archive.org/web/20230103190825/https://news.sky.com/
273;https://web.archive.org/web/20230103191752/http://news.sky.com/
274;https://web.archive.org/web/20230103193304/http://news.sky.com/
275;https://web.archive.org/web/20230103195030/http://news.sky.com/
276;https://web.archive.org/web/20230103200204/http://news.sky.com/
277;https://web.archive.org/web/20230103201803/http://news.sky.com/
278;https://web.archive.org/web/20230103203240/http://news.sky.com/
279;https://web.archive.org/web/20230103204746/http://news.sky.com/
