;Url;Error
0;https://web.archive.org/web/20230101000651/http://news.sky.com/story/sky-news-editors-give-their-verdicts-on-2022-and-what-might-happen-next-12771887;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/story/sky-news-editors-give-their-verdicts-on-2022-and-what-might-happen-next-12771887 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/story/sky-news-editors-give-their-verdicts-on-2022-and-what-might-happen-next-12771887
1;https://web.archive.org/web/20230101000651/http://news.sky.com/story/how-2022-kept-breaking-new-extreme-weather-records-in-more-volatile-and-unstable-world-12764266;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/story/how-2022-kept-breaking-new-extreme-weather-records-in-more-volatile-and-unstable-world-12764266 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/story/how-2022-kept-breaking-new-extreme-weather-records-in-more-volatile-and-unstable-world-12764266
2;https://web.archive.org/web/20230101000651/http://news.sky.com/video/how-the-new-year-was-welcomed-in-around-the-world-12777645;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/video/how-the-new-year-was-welcomed-in-around-the-world-12777645 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/video/how-the-new-year-was-welcomed-in-around-the-world-12777645
3;https://web.archive.org/web/20230101000651/http://news.sky.com/video/popes-gratitude-for-predecessor-benedict-xvi-12777597;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/video/popes-gratitude-for-predecessor-benedict-xvi-12777597 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/video/popes-gratitude-for-predecessor-benedict-xvi-12777597
4;https://web.archive.org/web/20230101000651/http://news.sky.com/video/how-catalytic-converter-thefts-are-ruining-lives-12777594;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/video/how-catalytic-converter-thefts-are-ruining-lives-12777594 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/video/how-catalytic-converter-thefts-are-ruining-lives-12777594
5;https://web.archive.org/web/20230101000651/http://news.sky.com/video/these-are-the-biggest-fireworks-in-europe-with-three-surprises-says-londons-mayor-12777626;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/video/these-are-the-biggest-fireworks-in-europe-with-three-surprises-says-londons-mayor-12777626 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/video/these-are-the-biggest-fireworks-in-europe-with-three-surprises-says-londons-mayor-12777626
6;https://web.archive.org/web/20230101000651/http://news.sky.com/video/edinburgh-river-flowing-high-and-fast-after-heavy-rain-12777575;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/video/edinburgh-river-flowing-high-and-fast-after-heavy-rain-12777575 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/video/edinburgh-river-flowing-high-and-fast-after-heavy-rain-12777575
7;https://web.archive.org/web/20230101000651/http://news.sky.com/video/2022-in-review-royal-family-12777392;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/video/2022-in-review-royal-family-12777392 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/video/2022-in-review-royal-family-12777392
8;https://web.archive.org/web/20230101000651/http://news.sky.com/video/new-zealanders-among-first-to-ring-in-2023-12777424;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/video/new-zealanders-among-first-to-ring-in-2023-12777424 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/video/new-zealanders-among-first-to-ring-in-2023-12777424
9;https://web.archive.org/web/20230101000651/http://news.sky.com/video/what-is-the-main-aim-of-cryptocurrency-12773686;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/video/what-is-the-main-aim-of-cryptocurrency-12773686 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/video/what-is-the-main-aim-of-cryptocurrency-12773686
10;https://web.archive.org/web/20230101000651/http://news.sky.com/video/explained-scotlands-gender-recognition-reform-bill-12772716;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/video/explained-scotlands-gender-recognition-reform-bill-12772716 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/video/explained-scotlands-gender-recognition-reform-bill-12772716
11;https://web.archive.org/web/20230101000651/http://news.sky.com/video/what-is-strep-a-and-how-does-it-spread-12771274;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/video/what-is-strep-a-and-how-does-it-spread-12771274 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/video/what-is-strep-a-and-how-does-it-spread-12771274
12;https://web.archive.org/web/20230101000651/http://news.sky.com/video/winter-strikes-can-a-resolution-be-found-12769601;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/video/winter-strikes-can-a-resolution-be-found-12769601 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/video/winter-strikes-can-a-resolution-be-found-12769601
13;https://web.archive.org/web/20230101000651/http://news.sky.com/story/new-year-honours-list-lionesses-and-queens-brian-may-among-those-recognised-by-king-charles-12776935;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/story/new-year-honours-list-lionesses-and-queens-brian-may-among-those-recognised-by-king-charles-12776935 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/story/new-year-honours-list-lionesses-and-queens-brian-may-among-those-recognised-by-king-charles-12776935
14;https://web.archive.org/web/20230101000651/http://news.sky.com/story/benedict-cumberbatch-barbados-may-hit-stars-family-with-reparation-claim-over-historic-links-to-slave-trade-12777375;Article `download()` failed with HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20230101000651/http://news.sky.com/story/benedict-cumberbatch-barbados-may-hit-stars-family-with-reparation-claim-over-historic-links-to-slave-trade-12777375 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)'))) on URL https://web.archive.org/web/20230101000651/http://news.sky.com/story/benedict-cumberbatch-barbados-may-hit-stars-family-with-reparation-claim-over-historic-links-to-slave-trade-12777375
