;cdx_url
0;https://web.archive.org/web/20230101000631/https://www.bbc.com/
1;https://web.archive.org/web/20230101002000/https://www.bbc.com/
2;https://web.archive.org/web/20230101003853/https://www.bbc.com/
3;https://web.archive.org/web/20230101003941/https://www.bbc.com/
4;https://web.archive.org/web/20230101004100/https://www.bbc.com/
5;https://web.archive.org/web/20230101005035/https://www.bbc.com/
6;https://web.archive.org/web/20230101010703/https://www.bbc.com/
7;https://web.archive.org/web/20230101010802/https://www.bbc.com/
8;https://web.archive.org/web/20230101011945/https://www.bbc.com/
9;https://web.archive.org/web/20230101012726/https://www.bbc.com/
10;https://web.archive.org/web/20230101014305/https://www.bbc.com/
11;https://web.archive.org/web/20230101014529/https://bbc.com/
12;https://web.archive.org/web/20230101014642/https://www.bbc.com/
13;https://web.archive.org/web/20230101021426/https://www.bbc.com/
14;https://web.archive.org/web/20230101023424/https://www.bbc.com/
15;https://web.archive.org/web/20230101023436/https://www.bbc.com/
16;https://web.archive.org/web/20230101024936/http://bbc.com/
17;https://web.archive.org/web/20230101024957/https://www.bbc.com/
18;https://web.archive.org/web/20230101030931/https://www.bbc.com/
19;https://web.archive.org/web/20230101033534/https://www.bbc.com/
20;https://web.archive.org/web/20230101040301/https://www.bbc.com/
21;https://web.archive.org/web/20230101040908/https://www.bbc.com/
22;https://web.archive.org/web/20230101041943/https://www.bbc.com/
23;https://web.archive.org/web/20230101042433/https://www.bbc.com/
24;https://web.archive.org/web/20230101042904/https://www.bbc.com/
25;https://web.archive.org/web/20230101043734/https://www.bbc.com/
26;https://web.archive.org/web/20230101044917/https://www.bbc.com/
27;https://web.archive.org/web/20230101045125/http://bbc.com/
28;https://web.archive.org/web/20230101045137/https://www.bbc.com/
29;https://web.archive.org/web/20230101050307/https://www.bbc.com/
30;https://web.archive.org/web/20230101050922/https://www.bbc.com/
31;https://web.archive.org/web/20230101053223/https://www.bbc.com/
32;https://web.archive.org/web/20230101053324/https://www.bbc.com/
33;https://web.archive.org/web/20230101054233/https://www.bbc.com/
34;https://web.archive.org/web/20230101060624/https://www.bbc.com/
35;https://web.archive.org/web/20230101061216/https://www.bbc.com/
36;https://web.archive.org/web/20230101062703/https://www.bbc.com/
37;https://web.archive.org/web/20230101063917/https://www.bbc.com/
38;https://web.archive.org/web/20230101064917/https://www.bbc.com/
39;https://web.archive.org/web/20230101072939/https://www.bbc.com/
40;https://web.archive.org/web/20230101074320/https://www.bbc.com/
41;https://web.archive.org/web/20230101074917/https://www.bbc.com/
42;https://web.archive.org/web/20230101075733/http://bbc.com/
43;https://web.archive.org/web/20230101075737/https://www.bbc.com/
44;https://web.archive.org/web/20230101075909/https://www.bbc.com/
45;https://web.archive.org/web/20230101080804/https://www.bbc.com/
46;https://web.archive.org/web/20230101080913/https://www.bbc.com/
47;https://web.archive.org/web/20230101081734/http://www.bbc.com/
48;https://web.archive.org/web/20230101081735/https://www.bbc.com/
49;https://web.archive.org/web/20230101081935/https://www.bbc.com/
50;https://web.archive.org/web/20230101082812/https://www.bbc.com/
51;https://web.archive.org/web/20230101082939/https://www.bbc.com/
52;https://web.archive.org/web/20230101083921/https://www.bbc.com/
53;https://web.archive.org/web/20230101084918/https://www.bbc.com/
54;https://web.archive.org/web/20230101085859/https://www.bbc.com/
55;https://web.archive.org/web/20230101091046/https://www.bbc.com/
56;https://web.archive.org/web/20230101092931/https://www.bbc.com/
57;https://web.archive.org/web/20230101093912/https://www.bbc.com/
58;https://web.archive.org/web/20230101095027/http://bbc.com/
59;https://web.archive.org/web/20230101095927/https://www.bbc.com/
60;https://web.archive.org/web/20230101100834/https://www.bbc.com/
61;https://web.archive.org/web/20230101100937/https://www.bbc.com/
62;https://web.archive.org/web/20230101101931/https://www.bbc.com/
63;https://web.archive.org/web/20230101103917/https://www.bbc.com/
64;https://web.archive.org/web/20230101104330/https://www.bbc.com/
65;https://web.archive.org/web/20230101104916/https://www.bbc.com/
66;https://web.archive.org/web/20230101110919/https://www.bbc.com/
67;https://web.archive.org/web/20230101112744/https://www.bbc.com/
68;https://web.archive.org/web/20230101113051/https://www.bbc.com/
69;https://web.archive.org/web/20230101113917/https://www.bbc.com/
70;https://web.archive.org/web/20230101115932/https://www.bbc.com/
71;https://web.archive.org/web/20230101120916/https://www.bbc.com/
72;https://web.archive.org/web/20230101122915/https://www.bbc.com/
73;https://web.archive.org/web/20230101122917/https://www.bbc.com/
74;https://web.archive.org/web/20230101123905/https://www.bbc.com/
75;https://web.archive.org/web/20230101124908/https://www.bbc.com/
76;https://web.archive.org/web/20230101130641/https://www.bbc.com/
77;https://web.archive.org/web/20230101131031/https://www.bbc.com/
78;https://web.archive.org/web/20230101131034/https://www.bbc.com/
79;https://web.archive.org/web/20230101131938/https://www.bbc.com/
80;https://web.archive.org/web/20230101132936/https://www.bbc.com/
81;https://web.archive.org/web/20230101133904/https://www.bbc.com/
82;https://web.archive.org/web/20230101134914/https://www.bbc.com/
83;https://web.archive.org/web/20230101135919/https://www.bbc.com/
84;https://web.archive.org/web/20230101140904/https://www.bbc.com/
85;https://web.archive.org/web/20230101141915/https://www.bbc.com/
86;https://web.archive.org/web/20230101142943/https://www.bbc.com/
87;https://web.archive.org/web/20230101143837/http://www.bbc.com/
88;https://web.archive.org/web/20230101143924/https://www.bbc.com/
89;https://web.archive.org/web/20230101144914/https://www.bbc.com/
90;https://web.archive.org/web/20230101145345/https://www.bbc.com/
91;https://web.archive.org/web/20230101150020/https://www.bbc.com/
92;https://web.archive.org/web/20230101150554/http://www.bbc.com/
93;https://web.archive.org/web/20230101150646/http://bbc.com/
94;https://web.archive.org/web/20230101152008/https://www.bbc.com/
95;https://web.archive.org/web/20230101152921/https://www.bbc.com/
96;https://web.archive.org/web/20230101153950/https://www.bbc.com/
97;https://web.archive.org/web/20230101160100/https://www.bbc.com/
98;https://web.archive.org/web/20230101160911/https://www.bbc.com/
99;https://web.archive.org/web/20230101161923/https://www.bbc.com/
100;https://web.archive.org/web/20230101162921/https://www.bbc.com/
101;https://web.archive.org/web/20230101163904/https://www.bbc.com/
102;https://web.archive.org/web/20230101164904/https://www.bbc.com/
103;https://web.archive.org/web/20230101165216/https://www.bbc.com/
104;https://web.archive.org/web/20230101165741/https://www.bbc.com/
105;https://web.archive.org/web/20230101165905/https://www.bbc.com/
106;https://web.archive.org/web/20230101172343/https://www.bbc.com/
107;https://web.archive.org/web/20230101172938/https://www.bbc.com/
108;https://web.archive.org/web/20230101173321/http://www.bbc.com/
109;https://web.archive.org/web/20230101173924/https://www.bbc.com/
110;https://web.archive.org/web/20230101174912/https://www.bbc.com/
111;https://web.archive.org/web/20230101175919/https://www.bbc.com/
112;https://web.archive.org/web/20230101180843/https://www.bbc.com/
113;https://web.archive.org/web/20230101180909/https://www.bbc.com/
114;https://web.archive.org/web/20230101181415/https://www.bbc.com/
115;https://web.archive.org/web/20230101181636/http://bbc.com/
116;https://web.archive.org/web/20230101181640/http://www.bbc.com/
117;https://web.archive.org/web/20230101181649/https://bbc.com/
118;https://web.archive.org/web/20230101181657/https://www.bbc.com/
119;https://web.archive.org/web/20230101181859/https://www.bbc.com/
120;https://web.archive.org/web/20230101182000/https://www.bbc.com/
121;https://web.archive.org/web/20230101182048/http://bbc.com/
122;https://web.archive.org/web/20230101182130/http://www.bbc.com/
123;https://web.archive.org/web/20230101183149/https://www.bbc.com/
124;https://web.archive.org/web/20230101183829/https://www.bbc.com/
125;https://web.archive.org/web/20230101184022/https://www.bbc.com/
126;https://web.archive.org/web/20230101184930/https://www.bbc.com/
127;https://web.archive.org/web/20230101184953/https://www.bbc.com/
128;https://web.archive.org/web/20230101185921/https://www.bbc.com/
129;https://web.archive.org/web/20230101190902/https://www.bbc.com/
130;https://web.archive.org/web/20230101191147/https://www.bbc.com/
131;https://web.archive.org/web/20230101191909/https://www.bbc.com/
